"REF_DATE","GEO","DGUID","Trade","North American Product Classification System (NAPCS)","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-05","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","436050","","","","0"
"2023-06","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","387590","","","","0"
"2023-07","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","385114","","","","0"
"2023-08","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","412513","","","","0"
"2023-09","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","419773","","","","0"
"2023-10","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","469502","","","","0"
"2023-11","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","473805","","","","0"
"2023-12","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","470202","","","","0"
"2024-01","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","419674","","","","0"
"2024-02","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","504070","","","","0"
"2024-03","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","559429","","","","0"
"2024-04","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","570717","","","","0"
"2024-05","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","455678","","","","0"
"2024-06","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","473853","","","","0"
"2024-07","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","612446","","","","0"
"2024-08","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","579765","","","","0"
"2024-09","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","595642","","","","0"
"2024-10","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","549833","","","","0"
"2024-11","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","528629","","","","0"
"2024-12","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","478721","","","","0"
"2025-01","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","446076","","","","0"
"2025-02","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","469960","","","","0"


